airline_sentiment,text
negative,@united Just checking in again - what is the status of our claim.   It is going on 2 months with no attention to this?   We are very upset.
negative,@united my flight was delayed due to maintenance in LIT and caused me to miss my connection at IAH to MSY. Can you help?
negative,@united #UnitedAirlines Pls Fix #AspenBaggageFail issues. Had to pay my own way to #Aspen after flight Cancelled Flight. Left us in the cold in DEN.
negative,@united Read my bio. See who I work with. I have NEVER encountered this with your airline before. Disappointed is an understatement.
negative,@united Does customer care have email or a phone rep that I can speak with? We had so many issues they can't be placed in 2000 characters?
positive,Thank you “@united: @TRUU_Tall I can certainly take a look. Please follow and DM me your confirmation number for assistance. ^JH”
negative,@united In the process of recovering their car rental - condo rental $ in Florida. They called #United for an alternate flight #NOANSWER
positive,@united thanks for listening! I definitely was not the only person in line who thought it was absurd.
negative,@United We've been waiting on tarmac for &gt;1hr because apparently UA1116 is overweight &amp; we returned to gate. #WTF #fb
negative,"@united Thank you. Mention that before I boarded she asked 1other person to measure their bag, and it was another woman. Men not asked."
negative,@united Can't leave the Tarmac ..united's gate agent cannot agree on a head count. 20 min now counting a 100 people max #epicfailunited
negative,@united That's real dedication &amp; concern. Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos.
negative,@United blocked me from DM'ing them because they would rather I complain about them in a public forum
positive,@united ok. I just submitted. Thanks for the opportunity to give feedback.
positive,@united Big thanks to Ms. Winston for assisting me over the phone with a baggage claim issue today. She really went the extra mile!
positive,"@united I will, as soon as I am done with my article.  Thanks!  ~Tom"
negative,@united booked flights for 2 for $779. Was charged $389.50 twice. Means I can't redeem CC points properly. Would have gone elsewhere.
negative,@united We've had a ton of problems with getting our bags and have been given the run around for a day. Whats up with that?
negative,@united pedophile airline. Split myself and my 10 yr old daughter rows apart on flight 1254 to boston
negative,@united have been waiting 2 days for my military bags from an airport 3 hours away from me. Horrible.
negative,"@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out."
negative,@united is doing musicians real dirty at LAX. I've never been blocked from getting on a flight with my bass.
negative,"@united I'm rebooked now, but the line was 300 people deep."
negative,"@united @FlyEIA yes, they said it took more than an hour!"
negative,@united those whose pay to actually fly with you over 30k/ year deserve better service than a CC holder.
positive,@united Ok thank again for your help!
negative,@united Not a happy flyer.  UA flight 1161 from SFO to Cleveland.  Sunday 2/22.  Stay tuned for blog article from http://t.co/VdFdODqVGx
positive,@united flight 1491...plane from SFO to DEN is basically on time.
positive,@united thanks. Just a program comment; the system assigned seats behind each other even though pairs were available. I changed it back.
negative,@united 20 min more delays to flt 2086 at sfo 2 load 2 more pax makes no sense. Will strand many of us overnight at ORD due to missed cnxns
negative,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD"
negative,"@united This must be a drone “@united: @KeamBleam We understand your frustration. Our Bag team is working hard to get your bag(s) to you..."""
negative,"@united Change made in just over 3 hours. For something that should have taken seconds online, I am not thrilled. Loved the agent, though."
negative,@united flight attendant doesn’t understand not understanding English doesn’t mean they are deaf. Stop yelling English slowly to them.
negative,"@united Not appropriate to ask in public (hence the dm). each united employee, each a new answer. your process was such a hassle i Cancelled Flighted."
negative,@united well that's big of you but I don't have terribly high expectations at this point.
negative,@united it's like you're trying to make me hate your airline. Fee for each checked bag that's never mentioned in the ticket + rude agents 👿
negative,"@united nice your app says US 4972 delayed by weather.  Pilot says waiting on fuel.  One in ur control, one not"
positive,@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.
negative,"@united Ok thank you, do you provide complimentary hotel accommodations since I'll have to stay overnight?"
